Timestamp,s1,s2,s3,s4,s5,s6,s7,s8,s9
2016-04-29 09:00:00,-0.0063265992814783845,-0.014472408523546476,-0.09933960139532416,0.02198889237758786,-0.04535657525764836,0.004845442450999271,0.15107187678034312,0.011429111599238317,-0.026502663672380522
2016-04-29 09:10:00,0.016566569455226388,0.0003588172679216406,-0.09933960139532416,0.0390951040370045,-0.036928335642706034,-0.005102174698536799,0.12080332944732464,0.020782060737796426,-0.029266056024545406
2016-04-29 09:20:00,0.038522947435819854,0.008932401017570979,-0.09215434817822277,0.025368101164712747,-0.018096174651166308,0.02263093857846854,0.12912150294151126,-0.004129078225558247,-0.0038744487903789593
2016-04-29 09:30:00,0.016568714409094465,0.01751381205779623,-0.12601840340198822,0.015873992457055452,-0.02149456089372903,0.008249513205212056,0.12240010361360742,0.0017783001717688873,-0.01205465971698133
2016-04-29 09:40:00,0.0493549692101225,0.01182628730396762,-0.14114170697715733,-0.00211436350741373,-0.01290149817132813,0.012116323111865168,0.12090699583144915,0.027199123321189067,0.002873395922996236
2016-04-29 09:50:00,0.09987562518371751,0.03961624729679425,-0.1518786025804687,-0.009548865413124802,-0.01602925929268839,-0.016134292518938165,0.1148722557287426,0.027925244559596052,-0.02909129854170195
2016-04-29 10:00:00,0.10903886880446756,0.03961624729679425,-0.15392663403643686,-0.02827536883613918,-0.015946796414511577,-0.01483578572246258,0.10044049627706653,0.027925244559596052,-0.030024464574091636
2016-04-29 10:10:00,0.14028886880446756,0.06525727293781991,-0.14189785405671135,-0.04118475352395176,-0.008236085045603359,0.00024133164086170833,0.11656952853513103,-0.003902701802016295,-0.012121485093617101
2016-04-29 10:20:00,0.14028886880446756,0.06525727293781991,-0.12682511471548746,-0.03089228082318196,0.00485246217339097,-0.01807799543349664,0.13269856079319564,0.0320954612270975,-0.008698551756417816
2016-04-29 10:30:00,0.17153886880446756,0.06914877867916014,-0.1127406076732339,-0.05021118731914265,-0.0036241097113355325,0.035164214277537464,0.12265085621756966,0.06480821836077716,-0.011567993930684861
2016-04-29 10:40:00,0.17974667968867997,0.08867799286002409,-0.09373231723156372,-0.058939494620047855,0.008579774815896668,0.048036956784424656,0.12265085621756966,0.056498662397145405,-0.004661478346706938
2016-04-29 10:50:00,0.12012439680270182,0.07873472244478319,-0.04553198433571981,-0.03905250526093859,-0.01178161442131509,0.006579436965663987,0.07714814717567875,0.06829708595096085,-0.029547896553571207
2016-04-29 11:00:00,0.09417251969333562,0.05348627358976121,-0.02656382416291747,-0.02425919916903857,-0.011895871234460231,-0.0256674462540607,0.060579462141603146,-0.013936337554140199,-0.04428922805162261
2016-04-29 11:10:00,0.07530762169183125,0.04161018390716742,0.0016051899215895338,0.01924007404676248,-0.010964969458937546,-0.0023437832958030924,0.05642388946465715,-0.015308778556429592,-0.035350247872713236
2016-04-29 11:20:00,0.08248271818921582,0.04161018390716742,0.02977420400609654,-0.027199749472852253,0.0026447792158177386,-0.002925929284017692,0.07255292172272165,-0.013210216315733214,-0.04123846964967004
2016-04-29 11:30:00,0.01998271818921582,0.025057920570353498,0.05190425513853347,-0.054580074029233594,0.010126271952026866,0.018469480814417016,0.07255292172272165,-0.018031484764941486,-0.01419548313665786
2016-04-29 11:40:00,0.022022628600642524,0.0308798385151412,0.06471959492445045,0.008026650109300482,0.002516240465239239,-0.014574899333979596,0.07255292172272165,-0.01766305595546863,0.006724470853545883
2016-04-29 11:50:00,0.01998271818921582,0.0006281806921585309,0.045536862593489436,-0.017458538671888235,-0.009295521985664856,-0.022614727975262428,0.07255292172272165,-0.015154514895136917,0.002877669253880888
2016-04-29 12:00:00,0.01998271818921582,0.0059545164838804565,0.05858226556220969,-0.015828129238405875,-0.0024511770436439484,-0.0018574432441278432,0.07576687494149037,-0.01472562072415734,0.012429039278639697
2016-04-29 12:10:00,0.028733310081812014,-0.002274326103476665,0.05535574873574045,-0.04560778039306429,-0.01155026194488784,-0.003893745623481437,0.06879801807672048,-0.013210216315733214,-0.002727457580967152
2016-04-29 12:20:00,0.053627896339976,0.026269206333184192,0.06708595850214738,-0.011859647541376583,-0.001074672334629212,-0.001972921550225437,0.08318930191200691,0.021272542304956454,0.025424393916990806
2016-04-29 12:30:00,0.053627896339976,0.028591629532787932,0.06708595850214738,-0.0019975784302033173,0.00025191139390989825,0.024764143974669528,0.09931833417007141,0.021272542304956454,0.0022946136145057805
2016-04-29 12:40:00,0.0066875591189276,0.0014831589324757477,0.05744618817168001,-0.041489820626076146,0.006393131512228423,0.006094472002502571,0.06350978020984988,-0.0177435763557951,0.017295374267973562
2016-04-29 12:50:00,0.04124279434148037,0.02265546636201965,0.04373474611122252,-0.00985358761803562,-0.013934221505733091,-0.0001234987761794537,0.07399628504148903,0.016728306723985842,0.0031839219247987716
2016-04-29 13:00:00,0.04124279434148037,0.026442695180986964,0.03539923325746375,-0.06622358433589914,0.002255076598453254,0.0031670234677394493,0.07399628504148903,0.018243711132409968,0.006847647037283022
